robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
8560,0.000000,0.000000,3,-0.362515,0.127902,0.644547,2,-9999.000000,-9999.000000,-9999.000000
8600,0.000000,0.000000,3,-0.364799,0.125577,0.632996,1,0.379469,0.135426,0.790682
8640,0.000000,0.000000,3,-0.359176,0.124502,0.625275,1,0.391455,0.138427,0.813081
8680,0.000000,0.000000,3,-0.364661,0.125107,0.635900,1,0.382636,0.135056,0.791618
8720,0.000000,0.000000,3,-0.364661,0.125107,0.635900,1,0.381246,0.134078,0.788945
8760,0.000000,0.000000,3,-0.364661,0.125107,0.635900,1,0.382636,0.135056,0.791618
8800,0.000000,0.000000,3,-0.364435,0.124916,0.634555,1,0.382636,0.135056,0.791618
8840,0.000000,0.000000,3,-0.364661,0.125107,0.635900,1,0.382636,0.135056,0.791618
8880,0.000000,0.000000,3,-0.364661,0.125107,0.635900,1,0.382636,0.135056,0.791618
8920,0.000000,0.000000,3,-0.364435,0.124916,0.634555,1,0.382636,0.135056,0.791618
8960,0.000000,0.000000,3,-0.364661,0.125107,0.635900,1,0.386982,0.134723,0.799026
9000,0.000000,0.000000,3,-0.347074,0.118874,0.624052,1,0.379667,0.129479,0.765394
9040,0.000000,0.000000,3,-0.358713,0.124966,0.637060,1,0.386153,0.136089,0.797736
9080,0.000000,0.000000,3,-0.360749,0.123821,0.635613,1,0.381325,0.134384,0.799244
9120,0.000000,0.000000,3,-0.364750,0.123217,0.636309,1,0.376413,0.131755,0.802796
9160,0.000000,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
9200,0.000000,0.000000,3,-0.371848,0.125612,0.645611,1,0.375825,0.138089,0.839361
9240,0.000000,0.000000,3,-0.374250,0.126639,0.654081,1,0.369754,0.135763,0.831603
9280,0.000000,0.000000,3,-0.373473,0.128049,0.656876,1,0.370376,0.136170,0.839891
9320,0.000000,0.000000,3,-0.370459,0.127909,0.657040,1,0.364395,0.135790,0.831275
9360,0.000000,0.000000,3,-0.373200,0.126856,0.672302,1,0.376200,0.136873,0.872478
9400,0.000000,0.000000,3,-0.373200,0.126856,0.672302,1,0.358595,0.130731,0.848408
9440,0.000000,0.000000,3,-0.380261,0.129574,0.683805,1,0.363610,0.134940,0.876455
9480,0.000000,0.000000,3,-0.396246,0.134971,0.705240,1,0.354116,0.135207,0.880836
9520,-5.905142,-5.194805,3,-0.391213,0.132203,0.693038,1,0.352517,0.136993,0.901084
9560,-5.905142,-5.194805,1,0.346030,0.136777,0.901130,2,-9999.000000,-9999.000000,-9999.000000
9600,-5.905142,-5.194805,1,0.358481,0.142249,0.924563,3,-0.399836,0.138891,0.735888
9640,-5.905142,-5.194805,1,0.366902,0.147116,0.941287,3,-0.392413,0.138121,0.740958
9680,-5.905142,-5.194805,3,-0.384303,0.136426,0.739493,1,0.369362,0.144818,0.944030
