0,0.000000,0.000000,1,114.512,2,78.0362
0.5,0.000000,0.000000,1,114.512,2,78.0362
1,7.408696,11.347084,1,114.669,2,76.1576
1.5,0.000000,0.000000,1,117.174,2,76.3142
2,11.663324,10.909596,1,104.337,2,70.2087
2.5,16.277020,8.443811,1,101.206,2,69.1129
3,10.125439,16.624312,1,109.346,2,70.5218
3.5,0.000000,0.000000,1,109.973,2,67.8605
4,3.115203,0.751128,1,107.155,2,67.5474
4.5,0.000000,0.000000,1,102.302,2,65.8253
5,11.450726,0.000000,1,111.695,2,74.279
5.5,0.000000,0.000000,1,114.199,2,76.7838
6,11.368573,12.811620,1,99.6402,2,67.0777
6.5,0.000000,0.000000,1,97.1354,2,66.295
7,4.583072,13.811304,1,109.816,2,71.148
7.5,0.000000,0.000000,1,113.886,2,69.5825
8,11.333285,16.154756,1,104.024,2,66.1384
8.5,4.924254,8.815272,1,98.7009,2,67.0777
9,4.110432,5.915376,1,107.781,2,68.7998
9.5,4.110432,2.741065,1,107.468,2,64.7295
10,12.685844,9.270467,1,97.605,2,63.164
10.5,0.000000,0.000000,1,96.6657,2,64.2598
11,13.439480,0.000000,1,106.685,2,67.8605
11.5,0.000000,0.000000,1,106.842,2,63.7902
12,7.719621,11.252464,1,107.468,2,67.8605
12.5,0.000000,0.000000,1,101.832,2,65.1991
13,11.606188,0.000000,1,108.25,2,70.0522
13.5,0.000000,0.000000,1,108.25,2,67.3908
14,6.981191,12.671509,1,99.7967,2,66.1384
14.5,0.000000,0.000000,1,98.2312,2,66.6081
15,8.632540,17.659299,1,107.468,2,69.5825
15.5,0.000000,0.000000,1,108.094,2,66.295
16,0.000000,0.000000,1,105.746,2,66.295
16.5,0.000000,0.000000,1,101.988,2,65.5122
17,3.777716,17.186645,1,107.937,2,68.9563
17.5,0.000000,0.000000,1,109.033,2,66.7646
18,5.712622,0.575401,1,100.266,2,65.9819
18.5,6.408556,0.000000,1,99.6402,2,67.7039
19,3.673546,11.034580,1,107.155,2,68.9563
19.5,0.000000,0.000000,1,107.937,2,65.6688
20,17.717091,9.377890,1,104.963,2,65.5122
20.5,0.000000,0.000000,1,102.771,2,66.1384
21,11.295263,7.477437,1,108.564,2,69.5825
21.5,0.000000,0.000000,1,109.346,2,67.0777
22,4.446018,10.263450,1,101.049,2,66.7646
22.5,11.144236,0.000000,1,100.579,2,68.6432
23,10.957948,14.625739,1,106.998,2,69.1129
23.5,0.000000,0.000000,1,107.937,2,66.1384
24,0.000000,17.063363,1,104.806,2,65.8253
24.5,0.000000,0.000000,1,102.302,2,66.295
25,15.403483,0.000000,1,112.79,2,68.3301
25.5,0.000000,0.000000,1,114.826,2,64.1033
26,13.554347,4.665815,2,63.7902
26.5,0.000000,0.000000,1,101.519,2,65.8253
27,8.841584,6.974678,1,112.321,2,69.426
27.5,0.000000,0.000000,2,65.1991,1,113.104
28,9.377890,9.377890,2,65.6688,1,110.912
28.5,0.000000,0.000000,1,106.215,2,65.1991
29,7.688541,14.422856,1,100.266,2,67.0777
29.5,7.688541,0.000000,1,98.5443,2,67.5474
30,9.284447,16.161408,1,104.806,2,77.8797
30.5,9.284447,0.000000,1,99.9533,2,74.7487
31,0.000000,15.947991,1,106.215,2,76.4707
31.5,0.000000,0.000000,1,105.276,2,73.0266
32,0.000000,12.704321,1,102.145,2,71.4611
32.5,0.000000,0.000000
33,4.084447,9.017029,1,110.129,2,79.6017
33.5,0.000000,0.000000,1,114.512,2,82.2631
34,14.565359,13.496669,1,100.579,2,73.0266
34.5,0.000000,0.000000,1,99.3271,2,73.1832
35,10.084142,9.495011,1,103.554,2,72.8701
35.5,0.000000,0.000000,1,103.867,2,70.6784
36,9.377890,0.508724,1,102.145,2,70.6784
36.5,0.000000,0.000000,1,99.9533,2,70.2087
37,7.225035,17.818636,1,105.433,2,69.426
37.5,7.225035,0.000000,1,106.998,2,66.9212
38,7.420887,12.123084,1,97.7616,2,64.886
38.5,7.459673,0.000000,1,97.2919,2,66.9212
39,5.040128,6.683203,1,104.18,2,68.017
39.5,0.000000,0.000000,1,105.119,2,64.886
40,0.467435,0.467498,1,103.711,2,65.5122
40.5,0.000000,0.000000,1,100.11,2,64.5729
41,4.295544,11.814727,1,111.068,2,67.3908
41.5,0.000000,0.000000,1,112.477,2,64.7295
42,17.552686,0.880089,1,101.675,2,63.6336
42.5,0.000000,0.000000,1,100.423,2,64.7295
43,4.781192,17.937732,1,111.225,2,66.6081
43.5,0.000000,0.000000,1,112.947,2,63.164
44,14.377948,0.440262,1,110.286,2,63.3205
44.5,0.000000,0.000000,1,106.842,2,63.164
45,10.468760,10.014991,1,101.206,2,64.886
45.5,0.000000,0.000000,1,100.11,2,66.1384
46,10.918321,12.927663,2,72.2439
46.5,0.000000,0.000000,1,96.3526,2,69.2694
47,1.883691,6.890487,1,101.832,2,73.8094
47.5,0.000000,0.000000,1,102.615,2,73.1832
48,16.303219,14.233262,1,98.0747,2,69.8956
48.5,0.000000,0.000000,1,96.5092,2,69.7391
49,7.668637,0.683240,1,104.963,2,73.6528
49.5,0.000000,0.000000,1,104.18,2,70.3653
50,6.593314,9.677022,1,95.883,2,68.017
50.5,0.000000,0.000000,1,94.3175,2,68.1736
51,0.541168,16.122407,1,101.988,2,75.0618
51.5,0.000000,0.000000,1,101.988,2,73.8094
52,0.000000,16.579545,1,96.1961,2,69.2694
52.5,0.000000,0.000000,1,94.9437,2,69.1129
53,11.799188,5.028667,1,106.372,2,76.7838
53.5,0.000000,0.000000,1,105.119,2,73.3397
54,6.536492,16.519360,1,96.0395,2,68.6432
54.5,0.000000,0.000000,1,94.3175,2,68.3301
55,12.331680,15.208021,1,101.049,2,74.1225
55.5,0.000000,0.000000,1,101.049,2,72.8701
56,5.390743,9.377890,1,95.7264,2,68.4867
56.5,0.000000,0.000000,1,94.474,2,68.4867
57,10.520673,12.675090,1,102.928,2,72.8701
57.5,0.000000,17.685159,1,102.145,2,69.8956
58,12.100659,13.507700,1,92.752,2,65.1991
58.5,0.000000,0.000000,1,91.6561,2,65.5122
59,13.264457,3.663303,1,101.519,2,74.4356
59.5,0.000000,0.000000,1,101.832,2,74.279
60,0.000000,0.000000,2,71.3046
60.5,0.000000,0.000000,1,94.6306,2,69.2694
61,14.244885,8.144632,1,103.711,2,74.1225
61.5,0.000000,0.000000,1,102.615,2,70.6784
62,13.858240,5.884999,1,91.1865,2,63.7902
62.5,0.000000,0.000000,1,90.4037,2,64.4164
63,16.044967,0.474225
63.5,0.000000,0.000000,1,108.25,2,81.3238
64,1.054785,0.427623,1,100.893,2,74.7487
64.5,0.000000,0.000000,1,99.4837,2,74.279
65,13.698033,12.384634,1,105.276,2,75.8445
65.5,0.000000,10.807462,1,104.493,2,72.7135
66,17.760181,17.442506,1,95.7264,2,68.3301
66.5,0.000000,0.000000,1,94.9437,2,69.1129
67,12.124397,6.631382,1,94.9437,2,68.9563
67.5,0.000000,0.000000,1,95.4133,2,69.426
68,10.791861,7.700608,1,99.3271,2,76.7838
68.5,0.000000,0.000000,1,92.752,2,72.2439
69,16.106694,15.631223,1,96.6657,2,75.8445
69.5,0.000000,0.000000,1,97.7616,2,76.0011
70,0.000000,15.320062,1,92.1258,2,71.148
70.5,0.000000,0.000000,1,91.8127,2,71.4611
71,12.228039,4.894091,1,98.7009,2,77.8797
71.5,0.000000,0.000000,1,98.2312,2,76.9404
72,3.384095,15.150053,1,91.1865,2,71.9308
72.5,3.384095,0.000000,1,91.1865,2,72.8701
73,2.843224,10.464225,1,97.1354,2,76.6273
73.5,2.843224,0.000000,1,97.605,2,76.0011
74,13.933262,8.053967,1,91.0299,2,71.7742
74.5,0.000000,0.000000,1,91.6561,2,73.3397
75,6.242297,16.053170,1,91.8127,2,73.4963
75.5,0.000000,0.000000,1,91.9692,2,73.4963
76,8.432926,13.331069,1,91.6561,2,73.1832
76.5,0.000000,0.000000,1,91.6561,2,73.1832
77,9.209562,13.882748,1,91.6561,2,73.1832
77.5,0.000000,0.000000,1,91.6561,2,73.1832
78,7.516277,6.691672
78.5,0.000000,0.000000,1,104.493,2,84.1417
