79,12.573076,13.474660,1,106.059,2,85.2376
79.5,0.000000,0.000000,1,106.059,2,84.1417
80,7.613044,15.647581,1,97.4485,2,78.0362
80.5,0.000000,5.625627,1,95.7264,2,76.9404
81,3.691251,12.857786,1,98.0747,2,77.2535
81.5,3.127365,0.000000,1,97.7616,2,75.688
82,7.931496,10.308940,1,92.4389,2,73.0266
82.5,0.000000,0.000000,1,91.6561,2,73.0266
83,12.020756,6.735023,1,95.4133,2,76.3142
83.5,0.000000,0.000000,1,95.7264,2,75.8445
84,4.006328,12.353450,1,95.4133,2,73.1832
84.5,0.000000,0.000000,1,94.9437,2,70.9915
85,5.483471,1.077335,1,101.362,2,74.4356
85.5,0.000000,0.000000,1,100.579,2,71.9308
86,12.276655,13.536233,1,94.7871,2,69.7391
86.5,0.000000,0.000000,1,93.6913,2,69.7391
87,6.493775,6.527740,1,98.7009,2,73.8094
87.5,0.000000,0.000000,1,98.5443,2,72.7135
88,4.234831,10.920600,1,90.5603,2,67.8605
88.5,0.000000,0.000000,1,89.621,2,68.017
89,8.781252,7.871844
89.5,0.000000,0.000000,1,133.612,2,112.008
90,20.156635,12.662822
90.5,0.000000,0.000000,1,90.5603,2,68.9563
91,16.131518,0.000000
91.5,0.000000,0.000000,1,108.877,2,86.6465
92,13.744200,9.164940,1,95.2568,2,75.5314
92.5,7.803957,0.000000,1,93.2216,2,73.9659
93,15.398951,15.290222,1,99.4837,2,78.5059
93.5,0.000000,0.000000,1,98.2312,2,75.8445
94,4.097131,15.899539,1,93.5347,2,73.4963
94.5,0.000000,0.000000,1,92.1258,2,72.8701
95,7.390322,5.747232,1,99.014,2,77.8797
95.5,0.000000,0.000000,1,97.7616,2,75.5314
96,14.231972,0.000000,1,94.474,2,73.4963
96.5,0.000000,0.000000,1,92.5954,2,72.557
97,5.241020,14.714841,1,99.4837,2,77.2535
97.5,0.000000,0.000000,1,96.9788,2,73.3397
98,15.055619,11.559842,1,97.9181,2,74.9052
98.5,0.000000,0.000000,1,95.4133,2,73.6528
99,8.602740,8.866800,1,99.3271,2,76.7838
99.5,0.000000,0.000000,1,96.6657,2,73.0266
