robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
2040,0.006055,0.000000,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2060,0.006055,0.000000,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2080,0.006055,0.000000,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2100,0.006055,0.006052,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2120,0.006055,0.006052,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2140,0.006055,0.006052,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2160,3.439626,0.006052,2,0.138159,0.108166,3.760004,1,-0.675804,0.084175,3.745014
2180,3.439626,0.006052,2,0.141768,0.111648,3.779939,1,-0.675804,0.084175,3.745014
2200,5.266247,3.557550,2,0.141768,0.111648,3.779939,1,-0.675804,0.084175,3.745014
2220,5.266247,3.557550,2,0.145791,0.118325,3.901398,1,-0.666015,0.085080,3.711256
2240,6.316764,4.821127,2,0.145791,0.118325,3.901398,1,-0.666015,0.085080,3.711256
2260,6.316764,4.821127,2,0.145791,0.118325,3.901398,1,-0.666015,0.085080,3.711256
2280,6.316764,4.821127,2,0.204586,0.123421,3.759899,1,-0.600859,0.095859,3.740169
2300,7.148223,5.069831,2,0.204586,0.123421,3.759899,1,-0.600859,0.095859,3.740169
2320,7.148223,5.763266,2,0.230661,0.121469,3.768891,1,-0.582226,0.090143,3.734585
2340,7.505856,5.763266,2,0.230661,0.121469,3.768891,1,-0.582226,0.090143,3.734585
2360,7.846077,6.392508,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2380,7.846077,6.392508,2,0.278916,0.126730,3.770349,1,-0.544942,0.101857,3.855573
2400,8.090490,7.057131,2,0.278916,0.126730,3.770349,1,-0.544942,0.101857,3.855573
2420,8.295247,7.057131,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2440,8.295247,7.057131,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2460,8.275353,6.981812,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2480,8.275353,6.981812,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2500,8.567764,7.378513,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2520,8.567764,7.378513,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2540,8.470690,7.584175,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2560,8.470690,7.584175,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2580,7.475834,7.480109,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2600,7.902552,8.036651,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2620,7.902552,8.036651,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2640,8.018591,8.395722,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2660,8.018591,8.395722,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2680,8.018591,8.395722,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2700,7.538111,8.002651,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2720,7.538111,8.002651,900,-9999.000000,-9999.000000,-9999.000000,900,-9999.000000,-9999.000000,-9999.000000
2740,7.349499,8.099255,1,0.007845,0.092992,3.663058,900,-9999.000000,-9999.000000,-9999.000000
2760,7.854516,8.101344,1,0.007845,0.092992,3.663058,900,-9999.000000,-9999.000000,-9999.000000
2780,7.854516,8.101344,1,0.030967,0.101517,3.763639,2,0.818281,0.108309,3.515116
2800,7.387714,8.167937,1,0.030967,0.101517,3.763639,2,0.818281,0.108309,3.515116
2820,7.387714,8.167937,1,0.030967,0.101517,3.763639,2,0.818281,0.108309,3.515116
2840,7.387714,8.111180,2,0.844588,0.067118,3.535252,1,0.047599,0.053489,3.663241
2860,7.285721,8.111180,2,0.844588,0.067118,3.535252,1,0.047599,0.053489,3.663241
